Rows: 1000, Columns: 1000
Too many cells to display.
Number of tripods: 5000
Optimal placement:
1: location: (999,318), direction: NORTH, sum: 27
1834: location: (516,334), direction: NORTH, sum: 27
1835: location: (515,685), direction: WEST, sum: 27
1836: location: (515,596), direction: EAST, sum: 27
1837: location: (514,784), direction: NORTH, sum: 27
1838: location: (514,681), direction: NORTH, sum: 27
1839: location: (514,608), direction: NORTH, sum: 27
1840: location: (514,503), direction: NORTH, sum: 27
1841: location: (512,982), direction: NORTH, sum: 27
1842: location: (512,895), direction: WEST, sum: 27
1843: location: (512,871), direction: NORTH, sum: 27
1844: location: (512,657), direction: WEST, sum: 27
1845: location: (512,573), direction: WEST, sum: 27
1846: location: (512,543), direction: SOUTH, sum: 27
1847: location: (512,171), direction: WEST, sum: 27
1848: location: (511,981), direction: EAST, sum: 27
1849: location: (511,870), direction: EAST, sum: 27
1850: location: (511,815), direction: NORTH, sum: 27
1851: location: (510,982), direction: WEST, sum: 27
1852: location: (510,874), direction: SOUTH, sum: 27
1853: location: (510,814), direction: EAST, sum: 27
1854: location: (510,523), direction: NORTH, sum: 27
1855: location: (510,460), direction: SOUTH, sum: 27
1856: location: (510,230), direction: SOUTH, sum: 27
1857: location: (509,484), direction: WEST, sum: 27
1858: location: (509,7), direction: NORTH, sum: 27
1859: location: (508,923), direction: NORTH, sum: 27
1860: location: (508,411), direction: EAST, sum: 27
1861: location: (508,321), direction: NORTH, sum: 27
1862: location: (508,166), direction: EAST, sum: 27
1863: location: (507,933), direction: NORTH, sum: 27
1864: location: (507,736), direction: WEST, sum: 27
1865: location: (507,721), direction: SOUTH, sum: 27
1866: location: (507,294), direction: NORTH, sum: 27
1867: location: (507,212), direction: NORTH, sum: 27
1868: location: (507,70), direction: EAST, sum: 27
1869: location: (506,845), direction: WEST, sum: 27
1870: location: (506,686), direction: EAST, sum: 27
1871: location: (506,564), direction: WEST, sum: 27
1872: location: (506,358), direction: WEST, sum: 27
1873: location: (506,355), direction: SOUTH, sum: 27
1874: location: (506,295), direction: WEST, sum: 27
1875: location: (506,293), direction: SOUTH, sum: 27
1876: location: (505,847), direction: WEST, sum: 27
1877: location: (505,518), direction: SOUTH, sum: 27
1878: location: (505,468), direction: WEST, sum: 27
1879: location: (504,944), direction: SOUTH, sum: 27
1880: location: (504,846), direction: SOUTH, sum: 27
1881: location: (504,527), direction: NORTH, sum: 27
1882: location: (504,447), direction: WEST, sum: 27
1883: location: (504,256), direction: EAST, sum: 27
1884: location: (503,501), direction: NORTH, sum: 27
1885: location: (503,389), direction: WEST, sum: 27
1886: location: (503,167), direction: SOUTH, sum: 27
1887: location: (502,522), direction: EAST, sum: 27
1888: location: (502,399), direction: NORTH, sum: 27
1889: location: (501,829), direction: NORTH, sum: 27
1890: location: (501,523), direction: WEST, sum: 27
1891: location: (501,400), direction: WEST, sum: 27
1892: location: (501,82), direction: SOUTH, sum: 27
1893: location: (500,613), direction: SOUTH, sum: 27
1894: location: (500,498), direction: SOUTH, sum: 27
1895: location: (500,385), direction: NORTH, sum: 27
1896: location: (500,383), direction: SOUTH, sum: 27
1897: location: (500,105), direction: WEST, sum: 27
1898: location: (499,936), direction: NORTH, sum: 27
1899: location: (499,513), direction: EAST, sum: 27
1900: location: (499,496), direction: EAST, sum: 27
1901: location: (499,451), direction: NORTH, sum: 27
1902: location: (498,694), direction: WEST, sum: 27
1903: location: (498,431), direction: EAST, sum: 27
1904: location: (498,217), direction: WEST, sum: 27
1905: location: (497,216), direction: EAST, sum: 27
1906: location: (496,746), direction: NORTH, sum: 27
1907: location: (496,466), direction: WEST, sum: 27
1908: location: (496,322), direction: WEST, sum: 27
1909: location: (495,923), direction: NORTH, sum: 27
1910: location: (495,922), direction: NORTH, sum: 27
1911: location: (494,511), direction: EAST, sum: 27
1912: location: (494,417), direction: EAST, sum: 27
1913: location: (494,262), direction: SOUTH, sum: 27
1914: location: (494,41), direction: WEST, sum: 27
1915: location: (493,863), direction: WEST, sum: 27
1916: location: (493,800), direction: NORTH, sum: 27
1917: location: (493,512), direction: WEST, sum: 27
1918: location: (493,296), direction: EAST, sum: 27
1919: location: (493,243), direction: WEST, sum: 27
1920: location: (493,236), direction: NORTH, sum: 27
1921: location: (493,36), direction: NORTH, sum: 27
1922: location: (492,954), direction: NORTH, sum: 27
1923: location: (492,884), direction: SOUTH, sum: 27
1924: location: (492,801), direction: SOUTH, sum: 27
1925: location: (492,467), direction: SOUTH, sum: 27
1926: location: (491,820), direction: SOUTH, sum: 27
1927: location: (491,534), direction: WEST, sum: 27
1928: location: (491,278), direction: NORTH, sum: 27
1929: location: (490,997), direction: EAST, sum: 27
1930: location: (490,341), direction: NORTH, sum: 27
1931: location: (489,918), direction: WEST, sum: 27
1932: location: (489,904), direction: WEST, sum: 27
1933: location: (489,435), direction: NORTH, sum: 27
1934: location: (489,324), direction: EAST, sum: 27
1935: location: (489,247), direction: EAST, sum: 27
1936: location: (488,436), direction: SOUTH, sum: 27
1937: location: (488,323), direction: NORTH, sum: 27
1938: location: (488,130), direction: SOUTH, sum: 27
1939: location: (487,644), direction: NORTH, sum: 27
1940: location: (487,449), direction: SOUTH, sum: 27
1941: location: (487,408), direction: NORTH, sum: 27
1942: location: (487,270), direction: WEST, sum: 27
1943: location: (486,645), direction: NORTH, sum: 27
1944: location: (485,599), direction: EAST, sum: 27
1945: location: (485,598), direction: SOUTH, sum: 27
1946: location: (485,504), direction: WEST, sum: 27
1947: location: (485,503), direction: WEST, sum: 27
1948: location: (485,462), direction: NORTH, sum: 27
1949: location: (485,274), direction: NORTH, sum: 27
1950: location: (485,131), direction: SOUTH, sum: 27
1951: location: (484,600), direction: WEST, sum: 27
1952: location: (484,521), direction: WEST, sum: 27
1953: location: (484,503), direction: SOUTH, sum: 27
1954: location: (483,992), direction: NORTH, sum: 27
1955: location: (483,990), direction: EAST, sum: 27
1956: location: (483,562), direction: WEST, sum: 27
1957: location: (483,455), direction: SOUTH, sum: 27
1958: location: (482,991), direction: SOUTH, sum: 27
1959: location: (482,885), direction: WEST, sum: 27
1960: location: (482,862), direction: EAST, sum: 27
1961: location: (482,48), direction: SOUTH, sum: 27
1962: location: (481,863), direction: WEST, sum: 27
1963: location: (481,770), direction: NORTH, sum: 27
1964: location: (480,960), direction: NORTH, sum: 27
1965: location: (480,921), direction: NORTH, sum: 27
1966: location: (479,959), direction: NORTH, sum: 27
1967: location: (479,566), direction: WEST, sum: 27
1968: location: (479,448), direction: NORTH, sum: 27
1969: location: (479,293), direction: EAST, sum: 27
1970: location: (478,958), direction: SOUTH, sum: 27
1971: location: (478,895), direction: NORTH, sum: 27
1972: location: (478,776), direction: NORTH, sum: 27
1973: location: (478,657), direction: EAST, sum: 27
1974: location: (478,634), direction: NORTH, sum: 27
1975: location: (478,632), direction: SOUTH, sum: 27
1976: location: (478,565), direction: SOUTH, sum: 27
1977: location: (478,420), direction: WEST, sum: 27
1978: location: (478,282), direction: EAST, sum: 27
1979: location: (478,224), direction: SOUTH, sum: 27
1980: location: (477,965), direction: EAST, sum: 27
1981: location: (477,878), direction: NORTH, sum: 27
1982: location: (477,872), direction: WEST, sum: 27
1983: location: (477,471), direction: NORTH, sum: 27
1984: location: (477,431), direction: WEST, sum: 27
1985: location: (477,357), direction: WEST, sum: 27
1986: location: (477,119), direction: SOUTH, sum: 27
1987: location: (477,6), direction: SOUTH, sum: 27
1988: location: (476,877), direction: SOUTH, sum: 27
1989: location: (476,210), direction: WEST, sum: 27
1990: location: (476,203), direction: SOUTH, sum: 27
1991: location: (476,118), direction: WEST, sum: 27
1992: location: (475,800), direction: WEST, sum: 27
1993: location: (475,700), direction: NORTH, sum: 27
1994: location: (475,243), direction: NORTH, sum: 27
1995: location: (474,951), direction: SOUTH, sum: 27
1996: location: (474,699), direction: SOUTH, sum: 27
1997: location: (474,333), direction: EAST, sum: 27
1998: location: (474,249), direction: NORTH, sum: 27
1999: location: (474,242), direction: EAST, sum: 27
2000: location: (474,118), direction: EAST, sum: 27
2001: location: (474,55), direction: NORTH, sum: 27
2002: location: (473,815), direction: EAST, sum: 27
2003: location: (473,317), direction: SOUTH, sum: 27
2004: location: (473,188), direction: NORTH, sum: 27
2005: location: (472,510), direction: WEST, sum: 27
2006: location: (472,189), direction: SOUTH, sum: 27
2007: location: (472,187), direction: EAST, sum: 27
2008: location: (471,771), direction: NORTH, sum: 27
2009: location: (471,440), direction: NORTH, sum: 27
2010: location: (471,301), direction: WEST, sum: 27
2011: location: (471,283), direction: WEST, sum: 27
2012: location: (471,229), direction: EAST, sum: 27
2013: location: (471,114), direction: SOUTH, sum: 27
2014: location: (470,879), direction: EAST, sum: 27
2015: location: (470,770), direction: SOUTH, sum: 27
2016: location: (470,491), direction: WEST, sum: 27
2017: location: (470,484), direction: WEST, sum: 27
2018: location: (470,282), direction: EAST, sum: 27
2019: location: (470,96), direction: NORTH, sum: 27
2020: location: (470,50), direction: EAST, sum: 27
2021: location: (469,997), direction: WEST, sum: 27
2022: location: (469,793), direction: SOUTH, sum: 27
2023: location: (469,624), direction: EAST, sum: 27
2024: location: (469,559), direction: NORTH, sum: 27
2025: location: (469,490), direction: EAST, sum: 27
2026: location: (469,380), direction: NORTH, sum: 27
2027: location: (469,277), direction: EAST, sum: 27
2028: location: (469,196), direction: NORTH, sum: 27
2029: location: (469,61), direction: WEST, sum: 27
2030: location: (468,683), direction: NORTH, sum: 27
2031: location: (468,467), direction: SOUTH, sum: 27
2032: location: (467,955), direction: SOUTH, sum: 27
2033: location: (467,938), direction: SOUTH, sum: 27
2034: location: (467,845), direction: NORTH, sum: 27
2035: location: (467,361), direction: NORTH, sum: 27
2036: location: (467,211), direction: NORTH, sum: 27
2037: location: (466,632), direction: SOUTH, sum: 27
2038: location: (466,458), direction: WEST, sum: 27
2039: location: (466,426), direction: WEST, sum: 27
2040: location: (466,210), direction: EAST, sum: 27
2041: location: (465,671), direction: NORTH, sum: 27
2042: location: (465,422), direction: WEST, sum: 27
2043: location: (465,331), direction: WEST, sum: 27
2044: location: (465,168), direction: NORTH, sum: 27
2045: location: (464,421), direction: EAST, sum: 27
2046: location: (464,167), direction: EAST, sum: 27
2047: location: (463,708), direction: SOUTH, sum: 27
2048: location: (462,856), direction: WEST, sum: 27
2049: location: (462,790), direction: NORTH, sum: 27
2050: location: (462,593), direction: NORTH, sum: 27
2051: location: (462,230), direction: EAST, sum: 27
2052: location: (461,814), direction: NORTH, sum: 27
2053: location: (461,789), direction: EAST, sum: 27
2054: location: (461,391), direction: WEST, sum: 27
2055: location: (460,973), direction: EAST, sum: 27
2056: location: (460,932), direction: EAST, sum: 27
2057: location: (460,882), direction: SOUTH, sum: 27
2058: location: (460,260), direction: WEST, sum: 27
2059: location: (459,887), direction: WEST, sum: 27
2060: location: (459,485), direction: EAST, sum: 27
2061: location: (459,190), direction: EAST, sum: 27
2062: location: (458,776), direction: WEST, sum: 27
2063: location: (458,486), direction: SOUTH, sum: 27
2064: location: (458,191), direction: SOUTH, sum: 27
2065: location: (457,29), direction: NORTH, sum: 27
2066: location: (456,986), direction: NORTH, sum: 27
2067: location: (455,985), direction: SOUTH, sum: 27
2068: location: (455,832), direction: NORTH, sum: 27
2069: location: (455,740), direction: NORTH, sum: 27
2070: location: (455,229), direction: EAST, sum: 27
2071: location: (455,198), direction: WEST, sum: 27
2072: location: (455,157), direction: WEST, sum: 27
2073: location: (455,91), direction: EAST, sum: 27
2074: location: (455,30), direction: SOUTH, sum: 27
2075: location: (454,993), direction: NORTH, sum: 27
2076: location: (454,969), direction: EAST, sum: 27
2077: location: (454,626), direction: WEST, sum: 27
2078: location: (454,442), direction: NORTH, sum: 27
2079: location: (454,139), direction: WEST, sum: 27
2080: location: (453,994), direction: WEST, sum: 27
2081: location: (453,369), direction: SOUTH, sum: 27
2082: location: (452,739), direction: NORTH, sum: 27
2083: location: (452,573), direction: WEST, sum: 27
2084: location: (452,512), direction: EAST, sum: 27
2085: location: (451,559), direction: WEST, sum: 27
2086: location: (451,546), direction: NORTH, sum: 27
2087: location: (451,513), direction: SOUTH, sum: 27
2088: location: (451,360), direction: NORTH, sum: 27
2089: location: (451,248), direction: SOUTH, sum: 27
2090: location: (450,634), direction: EAST, sum: 27
2091: location: (450,613), direction: WEST, sum: 27
2092: location: (450,550), direction: SOUTH, sum: 27
2093: location: (450,300), direction: WEST, sum: 27
2094: location: (450,192), direction: WEST, sum: 27
2095: location: (449,353), direction: NORTH, sum: 27
2096: location: (449,166), direction: EAST, sum: 27
2097: location: (449,142), direction: NORTH, sum: 27
2098: location: (448,352), direction: EAST, sum: 27
2099: location: (448,296), direction: WEST, sum: 27
2100: location: (447,996), direction: EAST, sum: 27
2101: location: (447,484), direction: SOUTH, sum: 27
2102: location: (447,386), direction: EAST, sum: 27
2103: location: (447,380), direction: WEST, sum: 27
2104: location: (446,759), direction: WEST, sum: 27
2105: location: (446,435), direction: NORTH, sum: 27
2106: location: (445,800), direction: NORTH, sum: 27
